Time,Projectid,Projectname,Projectwithhours
2024-10-23 10:15:09,entry.114962959,,23.10.2024
2024-10-23 12:15:23,entry.1174823241,,23.10.2024
2024-10-23 12:16:21,entry.1174823241,,22.10.2024
2024-10-23 12:16:35,entry.1174823241,,21.10.2024
2024-10-23 12:17:19,entry.1174823241,,17.10.2024
2024-10-23 12:18:07,entry.1174823241,,15.10.2024
2024-10-23 12:18:24,entry.1174823241,,14.10.2024
2024-10-23 12:19:16,entry.1174823241,,18.10.2024
